pool,base_agg,delta_agg,gate,n,pool_size,pool_support_mean,gate_active_q2s3,gate_weight_q2s3_mean,strict_gate,deployable_gate,loose_gate,all_margin_vs_mixmin,best_all_delta_vs_mixmin,best_all_minus_base,best_worst_set_delta,best_sets_beating_base,best_sets_tail_neutral,best_hidden_q2s3_minus_base,best_world_support_minus_base,best_block_win_rate
translator_tail_soft_p90_m1.00,mean,median,top_abs30,6,25,1.36,0.074,0.074,0,0,0,0,-8.326430059879542e-06,-3.3728460855364517e-06,7.611634140203272e-06,3,3,-0.0003485107634962764,-0.00030827266265892063,0.4722222222222222
top75_heldout_mean,median,signed_p75,agree55,6,75,1.64,0.214,0.214,0,0,0,0,-8.324048942132123e-06,-3.6509981207188957e-06,7.689833850466066e-06,3,3,,,
translator_tail_soft_p90_m0.50,median,mean,soft_signed,6,13,1.4615384615384615,0.252,0.23338461538461536,0,0,0,0,-8.319154606861723e-06,-4.0914616156184636e-06,1.3113579096835082e-05,3,3,,,
top75_heldout_mean,median,signed_p75,s3_agree55,6,75,1.64,0.092,0.092,0,0,0,0,-8.314850443946753e-06,-3.641799622533526e-06,8.189973628502933e-06,3,1,,,
support2_top50,median,median,top_abs30,6,50,2.0,0.072,0.072,0,0,0,0,-8.293795601410636e-06,-3.7003175644700903e-06,7.067095739943241e-06,3,3,-0.00030145177568841053,-0.00020074746858809718,0.5
translator_tail_soft_p90_m0.50,median,median,soft_signed_sq,6,13,1.4615384615384615,0.252,0.2268757396449704,0,0,0,0,-8.273389214830118e-06,-4.045696223586859e-06,1.316180307586734e-05,3,3,,,
support2,mean,median,top_abs30,6,51,2.0,0.07,0.07,0,0,0,0,-8.2691186523709e-06,-3.5234425109775813e-06,7.583641529529395e-06,3,3,-0.00029653965421109346,-0.00019883468733240535,0.5
top75_heldout_mean,median,median,top_abs30,6,75,1.64,0.068,0.068,0,0,0,0,-8.264534502089305e-06,-3.5914836806760775e-06,6.804687010419919e-06,3,3,-0.0003190259464119771,-0.0002051944669048955,0.5
high_block,median,median,top_abs30,6,47,1.7659574468085106,0.076,0.076,0,0,0,0,-8.236790182358789e-06,-3.6739094704252295e-06,7.590546233449125e-06,3,3,-0.00027508080188978073,-0.00018694639821629773,0.5
translator_tail_soft_p90_m0.50,median,weighted_mean,soft_signed_sq,6,13,1.4615384615384615,0.252,0.2268757396449704,0,0,0,0,-8.230751810778258e-06,-4.003058819534999e-06,1.3150004627204837e-05,3,3,,,
support2_high_block,mean,median,top_abs30,6,36,2.0,0.076,0.076,0,0,0,0,-8.224108463794622e-06,-3.467337648888069e-06,8.958401125136461e-06,3,3,-0.0002643032002285703,-0.00013684772382025466,0.4722222222222222
all_unique,mean,signed_p75,s3_agree55,6,104,1.4903846153846154,0.092,0.092,0,0,0,0,-8.213835311687845e-06,-3.320540982953979e-06,8.402336444168768e-06,3,1,,,
support2,median,median,top_abs30,6,51,2.0,0.07,0.07,0,0,0,0,-8.210200014957536e-06,-3.6001765958415533e-06,7.031960581049823e-06,3,3,-0.00029653965421107265,-0.0002006336545363253,0.5
translator_tail_soft_p90_m0.50,median,mean,soft_signed_sq,6,13,1.4615384615384615,0.252,0.2268757396449704,0,0,0,0,-8.142655660292597e-06,-3.914962669049338e-06,1.3180905833243273e-05,3,3,,,
support2_high_block,median,median,top_abs30,6,36,2.0,0.076,0.076,0,0,0,0,-8.106428906362595e-06,-3.5360790253680108e-06,7.959484271791162e-06,3,3,-0.0002643032002285703,-0.00013777617801263853,0.4722222222222222
translator_tail_soft_p90_m0.50,median,median,top_abs30,6,13,1.4615384615384615,0.076,0.076,0,0,0,0,-8.092757531996675e-06,-3.865064540753416e-06,1.1266044393165586e-05,3,3,-0.0003386818657805657,-0.0002871866739450168,0.5
all_unique,mean,signed_p75,agree55,6,104,1.4903846153846154,0.212,0.212,0,0,0,0,-8.089730789251348e-06,-3.196436460517482e-06,8.056829820302092e-06,3,3,,,
translator_tail_soft_p90_m1.00,median,median,top_abs30,6,25,1.36,0.074,0.074,0,0,0,0,-8.085257798273737e-06,-3.4661433336857783e-06,6.577247841255129e-06,3,3,-0.00034851076349624865,-0.0003084447835597971,0.4722222222222222
all_unique,median,signed_p75,s3_agree55,6,104,1.4903846153846154,0.092,0.092,0,0,0,0,-8.020214606330178e-06,-3.3178337419670356e-06,8.053623443693425e-06,3,1,,,
all_unique,median,signed_p75,agree55,6,104,1.4903846153846154,0.212,0.212,0,0,0,0,-7.938432426857212e-06,-3.236051562494069e-06,7.708139439954742e-06,3,3,,,
all_unique,median,weighted_mean,soft_signed,6,104,1.4903846153846154,0.222,0.11223076923076926,0,0,0,0,-7.907195207712547e-06,-3.2048143433494047e-06,7.1166549360235365e-06,3,3,,,
all_unique,mean,weighted_mean,soft_signed_sq,6,104,1.4903846153846154,0.222,0.07654733727810652,0,0,0,0,-7.876278535601244e-06,-2.9829842068673784e-06,7.446719743064989e-06,3,3,,,
all_unique,mean,signed_p75,soft_signed,6,104,1.4903846153846154,0.222,0.11223076923076926,0,0,0,0,-7.873000864133672e-06,-2.9797065353998065e-06,7.645151084312296e-06,3,3,,,
all_unique,median,weighted_mean,soft_agree_top50,6,104,1.4903846153846154,0.138,0.08315384615384616,0,0,0,0,-7.866095014463781e-06,-3.1637141501006383e-06,7.107086074653601e-06,3,3,,,
all_unique,median,mean,soft_signed_sq,6,104,1.4903846153846154,0.222,0.07654733727810652,0,0,0,0,-7.77864982404175e-06,-3.0762689596786075e-06,6.949086587604292e-06,3,3,,,
all_unique,mean,signed_p75,soft_agree_top50,6,104,1.4903846153846154,0.124,0.07884615384615386,0,0,0,0,-7.767600444630318e-06,-2.8743061158964522e-06,7.583387917398099e-06,3,3,,,
all_unique,median,weighted_mean,soft_signed_sq,6,104,1.4903846153846154,0.222,0.07654733727810652,0,0,0,0,-7.709599916028154e-06,-3.007219051665011e-06,7.09800384479653e-06,3,3,,,
all_unique,median,signed_p75,soft_signed,6,104,1.4903846153846154,0.222,0.11223076923076926,0,0,0,0,-7.680611463611875e-06,-2.9782305992487323e-06,7.2964595161373325e-06,3,3,,,
all_unique,median,signed_p75,soft_agree_top50,6,104,1.4903846153846154,0.124,0.07884615384615386,0,0,0,0,-7.572438049052721e-06,-2.8700571846895784e-06,7.2346848617454995e-06,3,3,,,
all_unique,mean,signed_p75,soft_signed_sq,6,104,1.4903846153846154,0.222,0.07654733727810652,0,0,0,0,-7.53883651705145e-06,-2.6455421883175845e-06,7.590671566970464e-06,3,3,,,
all_unique,median,signed_p75,soft_signed_sq,6,104,1.4903846153846154,0.222,0.07654733727810652,0,0,0,0,-7.351920668474676e-06,-2.6495398041115337e-06,7.2419667020984235e-06,3,3,,,
translator_tail_soft_p90_m1.00,mean,mean,q2_only,6,25,1.36,0.5,0.5,0,0,0,0,-5.762496684602603e-06,-8.089127102595128e-07,8.423960758285887e-06,3,3,,,
translator_tail_soft_p90_m1.00,mean,signed_p75,q2_only,6,25,1.36,0.5,0.5,0,0,0,0,-5.745485191943622e-06,-7.919012176005324e-07,8.494183229124097e-06,3,3,,,
translator_tail_soft_p90_m1.00,mean,median,q2_only,6,25,1.36,0.5,0.5,0,0,0,0,-5.733763318471752e-06,-7.80179344128662e-07,8.446688977592487e-06,3,3,,,
translator_tail_soft_p90_m1.00,mean,weighted_mean,q2_only,6,25,1.36,0.5,0.5,0,0,0,0,-5.729722812097826e-06,-7.761388377547362e-07,8.468517682991283e-06,3,3,,,
translator_tail_soft_p90_m1.00,mean,median,q2_agree55,6,25,1.36,0.128,0.128,0,0,0,0,-5.699001004444426e-06,-7.454170301013363e-07,8.503741562915224e-06,3,3,,,
translator_tail_soft_p90_m1.00,mean,signed_p75,q2_agree55,6,25,1.36,0.128,0.128,0,0,0,0,-5.683597015027075e-06,-7.300130406839855e-07,8.557547949927802e-06,3,3,,,
translator_tail_soft_p90_m1.00,mean,mean,q2_agree55,6,25,1.36,0.128,0.128,0,0,0,0,-5.671352244274175e-06,-7.17768269931085e-07,8.502594622927795e-06,3,3,,,
translator_tail_soft_p90_m1.00,mean,weighted_mean,q2_agree55,6,25,1.36,0.128,0.128,0,0,0,0,-5.651591273858614e-06,-6.98007299515524e-07,8.523421051953584e-06,3,3,,,
translator_tail_soft_p90_m0.50,mean,mean,q2_only,6,13,1.4615384615384615,0.5,0.5,0,0,0,0,-5.606234452892878e-06,-8.407020002376697e-07,1.0509650409495919e-05,3,3,,,
translator_tail_soft_p90_m0.50,mean,signed_p75,q2_only,6,13,1.4615384615384615,0.5,0.5,0,0,0,0,-5.596456133405425e-06,-8.309236807502174e-07,1.0516570286833726e-05,3,3,,,
translator_tail_soft_p90_m0.50,mean,weighted_mean,q2_only,6,13,1.4615384615384615,0.5,0.5,0,0,0,0,-5.5921918263868164e-06,-8.266593737316086e-07,1.0531222719767364e-05,3,3,,,
top75_heldout_mean,mean,signed_p75,q2_only,6,75,1.64,0.5,0.5,0,0,0,0,-5.57060728434422e-06,-6.787536515062698e-07,8.04395919851153e-06,3,3,,,
translator_tail_soft_p90_m0.50,mean,mean,q2_agree55,6,13,1.4615384615384615,0.136,0.136,0,0,0,0,-5.5396327558465686e-06,-7.741003031913607e-07,1.0583928350960115e-05,3,3,,,
translator_tail_soft_p90_m0.50,mean,weighted_mean,q2_agree55,6,13,1.4615384615384615,0.136,0.136,0,0,0,0,-5.535905835962751e-06,-7.703733833075432e-07,1.0595545910874193e-05,3,3,,,
top75_heldout_mean,mean,mean,q2_only,6,75,1.64,0.5,0.5,0,0,0,0,-5.5307332771370454e-06,-6.388796442990952e-07,8.165476752419742e-06,3,3,,,
top75_heldout_mean,mean,signed_p75,q2_agree55,6,75,1.64,0.122,0.122,0,0,0,0,-5.525785682691797e-06,-6.33932049853847e-07,8.100412328126971e-06,3,3,,,
translator_tail_soft_p90_m0.50,mean,signed_p75,q2_agree55,6,13,1.4615384615384615,0.136,0.136,0,0,0,0,-5.50567754475928e-06,-7.40145092104072e-07,1.0632943804433914e-05,3,3,,,
translator_tail_soft_p90_m0.50,mean,median,q2_agree55,6,13,1.4615384615384615,0.136,0.136,0,0,0,0,-5.503415843821635e-06,-7.378833911664273e-07,1.0627703585730508e-05,3,3,,,
translator_tail_soft_p90_m0.50,mean,median,q2_only,6,13,1.4615384615384615,0.5,0.5,0,0,0,0,-5.503415843821635e-06,-7.378833911664273e-07,1.0627703585730508e-05,3,3,,,
all_unique,mean,signed_p75,q2_only,6,104,1.4903846153846154,0.5,0.5,0,0,0,0,-5.48695086632911e-06,-5.936565375952441e-07,7.948701810978065e-06,3,3,,,
top75_heldout_mean,mean,mean,q2_agree55,6,75,1.64,0.122,0.122,0,0,0,0,-5.471477199092689e-06,-5.796235662547389e-07,8.232749865055844e-06,3,3,,,
high_block,mean,signed_p75,q2_only,6,47,1.7659574468085106,0.5,0.5,0,0,0,0,-5.457012997700517e-06,-6.986031363398482e-07,9.333345350803768e-06,3,3,,,
all_unique,mean,signed_p75,q2_agree55,6,104,1.4903846153846154,0.12,0.12,0,0,0,0,-5.451129816869127e-06,-5.57835488135261e-07,8.001535205637289e-06,3,3,,,
all_unique,mean,mean,q2_only,6,104,1.4903846153846154,0.5,0.5,0,0,0,0,-5.4491587911931205e-06,-5.558644624592546e-07,7.948490267084551e-06,3,3,,,
translator_tail_soft_p90_m1.00,median,mean,q2_only,6,25,1.36,0.5,0.5,0,0,0,0,-5.44403764557444e-06,-8.24923180986481e-07,7.378742892805157e-06,3,3,,,
top50_heldout_mean,mean,mean,q2_only,6,50,1.84,0.5,0.5,0,0,0,0,-5.428984473976328e-06,-6.28116999190631e-07,8.44956016055054e-06,3,3,,,
high_block,mean,mean,q2_only,6,47,1.7659574468085106,0.5,0.5,0,0,0,0,-5.427769098842461e-06,-6.693592374817925e-07,9.41380719421403e-06,3,3,,,
translator_tail_soft_p90_m1.00,median,median,q2_only,6,25,1.36,0.5,0.5,0,0,0,0,-5.427455022077865e-06,-8.083405574899061e-07,7.401454953148701e-06,3,3,,,
top50_heldout_mean,mean,signed_p75,q2_only,6,50,1.84,0.5,0.5,0,0,0,0,-5.4262292157325476e-06,-6.253617409468504e-07,8.427780812114705e-06,3,3,,,
translator_tail_soft_p90_m1.00,median,signed_p75,q2_only,6,25,1.36,0.5,0.5,0,0,0,0,-5.423770323531585e-06,-8.046558589436259e-07,7.448941382715013e-06,3,3,,,
high_block,mean,weighted_mean,q2_only,6,47,1.7659574468085106,0.5,0.5,0,0,0,0,-5.41170819001735e-06,-6.532983286566818e-07,9.443407682829807e-06,3,3,,,
translator_tail_soft_p90_m1.00,median,weighted_mean,q2_only,6,25,1.36,0.5,0.5,0,0,0,0,-5.411097513841057e-06,-7.919830492530977e-07,7.4233015716629325e-06,3,3,,,
all_unique,mean,median,q2_agree55,6,104,1.4903846153846154,0.12,0.12,0,0,0,0,-5.40026405715377e-06,-5.069697284199037e-07,8.128798366091594e-06,3,3,,,
all_unique,mean,median,q2_only,6,104,1.4903846153846154,0.5,0.5,0,0,0,0,-5.40026405715377e-06,-5.069697284199037e-07,8.128798366091594e-06,3,3,,,
all_unique,mean,mean,q2_agree55,6,104,1.4903846153846154,0.12,0.12,0,0,0,0,-5.397567049758578e-06,-5.042727210247122e-07,8.012712189420235e-06,3,3,,,
top75_heldout_mean,mean,weighted_mean,q2_only,6,75,1.64,0.5,0.5,0,0,0,0,-5.393995119229444e-06,-5.021414863914941e-07,8.253376840072768e-06,3,3,,,
translator_tail_soft_p90_m1.00,median,median,q2_agree55,6,25,1.36,0.128,0.128,0,0,0,0,-5.391284286893061e-06,-7.721698223051021e-07,7.4585012078687285e-06,3,3,,,
high_block,mean,signed_p75,q2_agree55,6,47,1.7659574468085106,0.136,0.136,0,0,0,0,-5.390327917020876e-06,-6.319180556602078e-07,9.396900242819584e-06,3,3,,,
top50_heldout_mean,mean,signed_p75,q2_agree55,6,50,1.84,0.122,0.122,0,0,0,0,-5.387155133762533e-06,-5.862876589768362e-07,8.479830708063574e-06,3,3,,,
support2_high_block,mean,weighted_mean,q2_only,6,36,2.0,0.5,0.5,0,0,0,0,-5.377789553340229e-06,-6.210187384336763e-07,9.473574901219806e-06,3,3,,,
high_block,mean,mean,q2_agree55,6,47,1.7659574468085106,0.136,0.136,0,0,0,0,-5.3755565219137935e-06,-6.171466605531251e-07,9.462842256779957e-06,3,3,,,
top50_heldout_mean,mean,mean,q2_agree55,6,50,1.84,0.122,0.122,0,0,0,0,-5.373137467845623e-06,-5.722699930599262e-07,8.505274426306997e-06,3,3,,,
translator_tail_soft_p90_m1.00,median,signed_p75,q2_agree55,6,25,1.36,0.128,0.128,0,0,0,0,-5.370494143841498e-06,-7.513796792535388e-07,7.512290551514589e-06,3,3,,,
translator_tail_soft_p90_m1.00,median,mean,q2_agree55,6,25,1.36,0.128,0.128,0,0,0,0,-5.36272939111182e-06,-7.436149265238612e-07,7.457360990725803e-06,3,3,,,
top75_heldout_mean,median,signed_p75,q2_only,6,75,1.64,0.5,0.5,0,0,0,0,-5.362450151813469e-06,-6.893993304002421e-07,7.5808907287200356e-06,3,3,,,
high_block,mean,weighted_mean,q2_agree55,6,47,1.7659574468085106,0.136,0.136,0,0,0,0,-5.361284327487503e-06,-6.028744661268348e-07,9.495414959537207e-06,3,3,,,
support2,mean,mean,q2_only,6,51,2.0,0.5,0.5,0,0,0,0,-5.35822560321364e-06,-6.12549461820322e-07,8.387449474844821e-06,3,3,,,
top75_heldout_mean,mean,median,q2_agree55,6,75,1.64,0.122,0.122,0,0,0,0,-5.358035539915207e-06,-4.661819070772566e-07,8.49731443608448e-06,3,3,,,
top75_heldout_mean,mean,median,q2_only,6,75,1.64,0.5,0.5,0,0,0,0,-5.358035539915207e-06,-4.661819070772566e-07,8.49731443608448e-06,3,3,,,
support2_top50,mean,mean,q2_only,6,50,2.0,0.5,0.5,0,0,0,0,-5.355434999465558e-06,-6.08873716334557e-07,8.39606707214724e-06,3,3,,,
all_unique,mean,weighted_mean,q2_only,6,104,1.4903846153846154,0.5,0.5,0,0,0,0,-5.352792681323493e-06,-4.594983525896268e-07,8.07658726242888e-06,3,3,,,
support2_high_block,mean,mean,q2_only,6,36,2.0,0.5,0.5,0,0,0,0,-5.351395573116591e-06,-5.946247582100384e-07,9.517372885459174e-06,3,3,,,
top75_heldout_mean,mean,weighted_mean,q2_agree55,6,75,1.64,0.122,0.122,0,0,0,0,-5.349807006060914e-06,-4.579533732229635e-07,8.305470420189032e-06,3,3,,,
support2_high_block,mean,signed_p75,q2_only,6,36,2.0,0.5,0.5,0,0,0,0,-5.346333553979399e-06,-5.895627390728464e-07,9.488650317579506e-06,3,3,,,
translator_tail_soft_p90_m1.00,median,weighted_mean,q2_agree55,6,25,1.36,0.128,0.128,0,0,0,0,-5.34497942972223e-06,-7.258649651342708e-07,7.478188955634124e-06,3,3,,,
support2_high_block,mean,weighted_mean,q2_agree55,6,36,2.0,0.136,0.136,0,0,0,0,-5.334203682538785e-06,-5.774328676322327e-07,9.52351741512203e-06,3,3,,,
top75_heldout_mean,median,mean,q2_only,6,75,1.64,0.5,0.5,0,0,0,0,-5.330450674190246e-06,-6.573998527770186e-07,7.692765746192265e-06,3,3,,,
all_unique,mean,weighted_mean,q2_agree55,6,104,1.4903846153846154,0.12,0.12,0,0,0,0,-5.328134750071101e-06,-4.3484042133723477e-07,8.102111203389661e-06,3,3,,,
top75_heldout_mean,median,signed_p75,q2_agree55,6,75,1.64,0.122,0.122,0,0,0,0,-5.323136863299993e-06,-6.50086041886766e-07,7.636514085307411e-06,3,3,,,
high_block,mean,median,q2_agree55,6,47,1.7659574468085106,0.136,0.136,0,0,0,0,-5.316667562316191e-06,-5.582577009555223e-07,9.593926592277313e-06,3,3,,,
high_block,mean,median,q2_only,6,47,1.7659574468085106,0.5,0.5,0,0,0,0,-5.316667562316191e-06,-5.582577009555223e-07,9.593926592277313e-06,3,3,,,
support2,mean,mean,q2_agree55,6,51,2.0,0.122,0.122,0,0,0,0,-5.311871449253935e-06,-5.661953078606174e-07,8.42737917750025e-06,3,3,,,
support2_high_block,mean,mean,q2_agree55,6,36,2.0,0.136,0.136,0,0,0,0,-5.309514729545661e-06,-5.527439146391089e-07,9.563868937023656e-06,3,3,,,
support2_top50,mean,mean,q2_agree55,6,50,2.0,0.122,0.122,0,0,0,0,-5.308861115382868e-06,-5.622998322518669e-07,8.436721298576977e-06,3,3,,,
top50_heldout_mean,mean,weighted_mean,q2_only,6,50,1.84,0.5,0.5,0,0,0,0,-5.304542464945605e-06,-5.03674990159908e-07,8.509667462242021e-06,3,3,,,
support2_top50,mean,signed_p75,q2_only,6,50,2.0,0.5,0.5,0,0,0,0,-5.2964302295066545e-06,-5.498689463756534e-07,8.439963042117249e-06,3,3,,,
support2,mean,signed_p75,q2_only,6,51,2.0,0.5,0.5,0,0,0,0,-5.296005648691704e-06,-5.50329507298386e-07,8.433429213638988e-06,3,3,,,
support2_high_block,mean,signed_p75,q2_agree55,6,36,2.0,0.136,0.136,0,0,0,0,-5.293726867749982e-06,-5.369560528434292e-07,9.532149213620222e-06,3,3,,,
all_unique,median,signed_p75,q2_only,6,104,1.4903846153846154,0.5,0.5,0,0,0,0,-5.290256432921581e-06,-5.87875568558438e-07,7.600046535882754e-06,3,3,,,
top50_heldout_mean,median,mean,q2_only,6,50,1.84,0.5,0.5,0,0,0,0,-5.28819311407247e-06,-6.288421408040534e-07,7.811329676310486e-06,3,3,,,
top50_heldout_mean,median,signed_p75,q2_only,6,50,1.84,0.5,0.5,0,0,0,0,-5.2880330934090836e-06,-6.286821201406667e-07,7.785566273010858e-06,3,3,,,
support2,mean,weighted_mean,q2_only,6,51,2.0,0.5,0.5,0,0,0,0,-5.283857801852143e-06,-5.381816604588252e-07,8.413831671716387e-06,3,3,,,
support2_top50,mean,weighted_mean,q2_only,6,50,2.0,0.5,0.5,0,0,0,0,-5.278764855454199e-06,-5.322035723231977e-07,8.420599681202567e-06,3,3,,,
top75_heldout_mean,median,mean,q2_agree55,6,75,1.64,0.122,0.122,0,0,0,0,-5.276673784804231e-06,-6.03622963391004e-07,7.755254221697427e-06,3,3,,,
top50_heldout_mean,mean,weighted_mean,q2_agree55,6,50,1.84,0.122,0.122,0,0,0,0,-5.260196989653743e-06,-4.593295148680454e-07,8.557087428417987e-06,3,3,,,
all_unique,median,signed_p75,q2_agree55,6,104,1.4903846153846154,0.12,0.12,0,0,0,0,-5.256143059018115e-06,-5.53762194654972e-07,7.652859979501159e-06,3,3,,,
all_unique,median,mean,q2_only,6,104,1.4903846153846154,0.5,0.5,0,0,0,0,-5.254247968045078e-06,-5.518671036819356e-07,7.599835575189395e-06,3,3,,,
support2_top50,mean,signed_p75,q2_agree55,6,50,2.0,0.122,0.122,0,0,0,0,-5.253642500480105e-06,-5.070812173491035e-07,8.484649786200116e-06,3,3,,,
support2,mean,signed_p75,q2_agree55,6,51,2.0,0.122,0.122,0,0,0,0,-5.253240144886817e-06,-5.075640034934992e-07,8.47702214124002e-06,3,3,,,
top50_heldout_mean,median,signed_p75,q2_agree55,6,50,1.84,0.122,0.122,0,0,0,0,-5.248957729131476e-06,-5.896067558630591e-07,7.837616976535955e-06,3,3,,,
top50_heldout_mean,mean,median,q2_agree55,6,50,1.84,0.122,0.122,0,0,0,0,-5.247917740369701e-06,-4.470502655840036e-07,8.717114230116785e-06,3,3,,,
top50_heldout_mean,mean,median,q2_only,6,50,1.84,0.5,0.5,0,0,0,0,-5.247917740369701e-06,-4.470502655840036e-07,8.717114230116785e-06,3,3,,,
support2,mean,weighted_mean,q2_agree55,6,51,2.0,0.122,0.122,0,0,0,0,-5.242968179941521e-06,-4.972920385482027e-07,8.453413072984084e-06,3,3,,,
support2_top50,mean,weighted_mean,q2_agree55,6,50,2.0,0.122,0.122,0,0,0,0,-5.237858631268466e-06,-4.91297348137465e-07,8.460521022213285e-06,3,3,,,
high_block,median,signed_p75,q2_only,6,47,1.7659574468085106,0.5,0.5,0,0,0,0,-5.233101292079212e-06,-6.702205801456529e-07,8.443739366592595e-06,3,3,,,
top50_heldout_mean,median,mean,q2_agree55,6,50,1.84,0.122,0.122,0,0,0,0,-5.231842374331386e-06,-5.724914010629689e-07,7.870449943880864e-06,3,3,,,
support2,median,mean,q2_only,6,51,2.0,0.5,0.5,0,0,0,0,-5.2198830100547156e-06,-6.098595909387328e-07,7.846631591257314e-06,3,3,,,
high_block,median,mean,q2_only,6,47,1.7659574468085106,0.5,0.5,0,0,0,0,-5.203404081388641e-06,-6.405233694550816e-07,8.524168156442968e-06,3,3,,,
all_unique,median,mean,q2_agree55,6,104,1.4903846153846154,0.12,0.12,0,0,0,0,-5.203380795126833e-06,-5.009999307636903e-07,7.664041269728195e-06,3,3,,,
all_unique,median,median,q2_agree55,6,104,1.4903846153846154,0.12,0.12,0,0,0,0,-5.2007244644158845e-06,-4.983436000527419e-07,7.805940975713632e-06,3,3,,,
all_unique,median,median,q2_only,6,104,1.4903846153846154,0.5,0.5,0,0,0,0,-5.2007244644158845e-06,-4.983436000527419e-07,7.805940975713632e-06,3,3,,,
support2_top50,median,mean,q2_only,6,50,2.0,0.5,0.5,0,0,0,0,-5.200190251963832e-06,-6.067122150232862e-07,7.867525735671954e-06,3,3,,,
top75_heldout_mean,median,weighted_mean,q2_only,6,75,1.64,0.5,0.5,0,0,0,0,-5.1931274578365105e-06,-5.200766364232834e-07,7.796572340068586e-06,3,3,,,
support2_top50,mean,median,q2_agree55,6,50,2.0,0.122,0.122,0,0,0,0,-5.1880030877970995e-06,-4.414418046660984e-07,8.671580113861488e-06,3,3,,,
support2_top50,mean,median,q2_only,6,50,2.0,0.5,0.5,0,0,0,0,-5.1880030877970995e-06,-4.414418046660984e-07,8.671580113861488e-06,3,3,,,
high_block,median,weighted_mean,q2_only,6,47,1.7659574468085106,0.5,0.5,0,0,0,0,-5.18734357179973e-06,-6.244628598661706e-07,8.553768720664934e-06,3,3,,,
support2,mean,median,q2_agree55,6,51,2.0,0.122,0.122,0,0,0,0,-5.186578330595992e-06,-4.409021892026743e-07,8.667558874297931e-06,3,3,,,
support2,mean,median,q2_only,6,51,2.0,0.5,0.5,0,0,0,0,-5.186578330595992e-06,-4.409021892026743e-07,8.667558874297931e-06,3,3,,,
support2,median,mean,q2_agree55,6,51,2.0,0.122,0.122,0,0,0,0,-5.173670050706569e-06,-5.636466315905864e-07,7.888449873316716e-06,3,3,,,
high_block,median,signed_p75,q2_agree55,6,47,1.7659574468085106,0.136,0.136,0,0,0,0,-5.172371224548833e-06,-6.094905126152739e-07,8.499659624239264e-06,3,3,,,
support2_high_block,median,weighted_mean,q2_only,6,36,2.0,0.5,0.5,0,0,0,0,-5.164926631717748e-06,-5.945767507231636e-07,8.522301403912635e-06,3,3,,,
top75_heldout_mean,median,median,q2_agree55,6,75,1.64,0.122,0.122,0,0,0,0,-5.164764053100512e-06,-4.917132316872852e-07,8.011283461950569e-06,3,3,,,
top75_heldout_mean,median,median,q2_only,6,75,1.64,0.5,0.5,0,0,0,0,-5.164764053100512e-06,-4.917132316872852e-07,8.011283461950569e-06,3,3,,,
all_unique,median,weighted_mean,q2_only,6,104,1.4903846153846154,0.5,0.5,0,0,0,0,-5.161872673520307e-06,-4.5949180915716425e-07,7.727910849464337e-06,3,3,,,
support2,median,signed_p75,q2_only,6,51,2.0,0.5,0.5,0,0,0,0,-5.1610701480298005e-06,-5.510467289138177e-07,7.88255923989123e-06,3,3,,,
top50_heldout_mean,median,weighted_mean,q2_only,6,50,1.84,0.5,0.5,0,0,0,0,-5.160696377681795e-06,-5.01345404413378e-07,7.867504693392924e-06,3,3,,,
support2_high_block,mean,median,q2_agree55,6,36,2.0,0.136,0.136,0,0,0,0,-5.155129340739251e-06,-3.9835852583269826e-07,9.765435675879175e-06,3,3,,,
support2_high_block,mean,median,q2_only,6,36,2.0,0.5,0.5,0,0,0,0,-5.155129340739251e-06,-3.9835852583269826e-07,9.765435675879175e-06,3,3,,,
support2_top50,median,mean,q2_agree55,6,50,2.0,0.122,0.122,0,0,0,0,-5.153755967102214e-06,-5.602779301616678e-07,7.910051711079724e-06,3,3,,,
top75_heldout_mean,median,weighted_mean,q2_agree55,6,75,1.64,0.122,0.122,0,0,0,0,-5.152179816225733e-06,-4.791289948125055e-07,7.848905186680355e-06,3,3,,,
high_block,median,mean,q2_agree55,6,47,1.7659574468085106,0.136,0.136,0,0,0,0,-5.1511792245051424e-06,-5.882985125715834e-07,8.573191586314088e-06,3,3,,,
support2,median,weighted_mean,q2_only,6,51,2.0,0.5,0.5,0,0,0,0,-5.146636889108436e-06,-5.36613469992453e-07,7.863016889042562e-06,3,3,,,
support2_top50,median,signed_p75,q2_only,6,50,2.0,0.5,0.5,0,0,0,0,-5.144525364708663e-06,-5.510473277681172e-07,7.90191489008496e-06,3,3,,,
support2_high_block,median,mean,q2_only,6,36,2.0,0.5,0.5,0,0,0,0,-5.138545099425684e-06,-5.681952184311001e-07,8.566098835594005e-06,3,3,,,
all_unique,median,weighted_mean,q2_agree55,6,104,1.4903846153846154,0.12,0.12,0,0,0,0,-5.13721830541769e-06,-4.3483744105454747e-07,7.753427839540805e-06,3,3,,,
high_block,median,weighted_mean,q2_agree55,6,47,1.7659574468085106,0.136,0.136,0,0,0,0,-5.136901183533382e-06,-5.740204715998232e-07,8.605762879865253e-06,3,3,,,
support2_high_block,median,signed_p75,q2_only,6,36,2.0,0.5,0.5,0,0,0,0,-5.133005343438413e-06,-5.626554624438285e-07,8.506167163191414e-06,3,3,,,
support2_top50,median,weighted_mean,q2_only,6,50,2.0,0.5,0.5,0,0,0,0,-5.123060801581758e-06,-5.295827646412121e-07,7.88260759776449e-06,3,3,,,
