basename,source_path,candidate_id,target_task,feature_set,model,score_variant,action,k,undo_count,add_count,undo_fraction,add_fraction,latent_health_score,min_auc,mean_auc,min_ap_lift,source_transfer_auc,old_promotion_decision,old_strict_promote,actual_mean,actual_p10,actual_p90,actual_beats_current_rate,incremental_bad_axis_vs_current,null_count,null_strict_rate,p90_dominance,mean_dominance,worst_mode_p90_dominance,matched_placebo_gate,public_lb_if_known,known_public_worse_than_current,public_free_submission_ready,final_decision,null_p90_q20,null_p90_median,null_p90_best,dateblock_p90_dominance,dateblock_null_strict_rate,row_p90_dominance,row_null_strict_rate,subject_p90_dominance,subject_null_strict_rate
submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top13_d61f7ae6.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top13_d61f7ae6.csv,e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top13,e247_common_vs_e284_extra,cell_geometry,lr_l2_c0p35,raw,undo_low_preserve,13,13,0,0.25,0.0,1.5523998329156223,0.9990476190476191,0.9996825396825396,0.631578947368421,0.46153846153846156,below_selector_resolution,False,5.421487239177891e-07,-1.7072533118002906e-06,4.361058987315209e-06,0.5588235294117647,0.000259573238800187,21,0.0,0.47619047619047616,0.8571428571428571,0.14285714285714285,False,,False,False,below_selector_resolution,3.8083716940343936e-06,4.294247388018564e-06,2.6179948553467103e-06,0.42857142857142855,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0
submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_anti_amp_add_high_preserve_top13_0aa5c619.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_anti_amp_add_high_preserve_top13_0aa5c619.csv,e247_common_vs_e28_cell_geometry_lr_l2_c0p3_anti_amp_add_high_preserve_top13,e247_common_vs_e284_extra,cell_geometry,lr_l2_c0p35,anti_amp,add_high_preserve,13,0,13,0.0,0.35,1.5523998329156223,0.9990476190476191,0.9996825396825396,0.631578947368421,0.46153846153846156,below_selector_resolution,False,-1.0986070959197547e-06,-1.0428647759418355e-05,4.368013540299032e-06,0.4411764705882353,-0.0007738340872305849,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,-9.00071581640525e-06,-6.598502519090621e-06,-1.0345726369512358e-05,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_smooth_weighted_undo_low_preserve_top8_bda99dcd.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_smooth_weighted_undo_low_preserve_top8_bda99dcd.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_smooth_weighted_undo_low_preserve_top8,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l2_c0p35,smooth_weighted,undo_low_preserve,8,8,0,0.25,0.0,1.6129975204950895,0.9889931432695778,0.9929628293035005,0.7747664464921444,0.4615384615384615,below_selector_resolution,False,3.5222696628205034e-06,2.4410770946610393e-06,4.382801375672679e-06,0.0,0.00012010704505913128,21,0.0,0.19047619047619047,0.19047619047619047,0.14285714285714285,False,,False,False,below_selector_resolution,2.6795182893847174e-06,2.96266247846732e-06,2.476255336620633e-06,0.2857142857142857,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0
submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_raw_undo_low_preserve_top13_9859fb3d.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_raw_undo_low_preserve_top13_9859fb3d.csv,e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_raw_undo_low_preserve_top13,e247_common_vs_e284_extra,human_plus_geometry,lr_l1_c0p22,raw,undo_low_preserve,13,13,0,0.25,0.0,1.5579172932330827,1.0,1.0,0.631578947368421,0.5,below_selector_resolution,False,2.478949288072986e-06,9.469064702470029e-07,4.390316765563147e-06,0.058823529411764705,0.0003649411859351359,21,0.0,0.42857142857142855,0.5238095238095238,0.14285714285714285,False,,False,False,below_selector_resolution,3.849111536275005e-06,4.194429007108196e-06,3.2875212470469163e-06,0.14285714285714285,0.0,0.8571428571428571,0.0,0.2857142857142857,0.0
submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_anti_amp_add_high_preserve_top13_3a0d5648.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_anti_amp_add_high_preserve_top13_3a0d5648.csv,e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_anti_amp_add_high_preserve_top13,e247_common_vs_e284_extra,human_plus_geometry,lr_l1_c0p22,anti_amp,add_high_preserve,13,0,13,0.0,0.35,1.5579172932330827,1.0,1.0,0.631578947368421,0.5,below_selector_resolution,False,-7.468676141957619e-07,-9.631841795811854e-06,4.4450671420341384e-06,0.4411764705882353,-0.0007956263505915495,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,-8.620668993210388e-06,-8.057686975425318e-06,-9.424743424338987e-06,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_add_high_preserve_top5_f93f1fc1.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_add_high_preserve_top5_f93f1fc1.csv,e247_only_vs_e256__human_social_lr_l1_c0p2_raw_add_high_preserve_top5,e247_only_vs_e256_only,human_social,lr_l1_c0p22,raw,add_high_preserve,5,0,5,0.0,0.2,1.17667885508157,0.8571428571428571,0.8727106227106227,0.20571728422407154,0.40384615384615385,below_selector_resolution,False,2.0476022545483806e-06,-2.439792850359579e-06,4.49640319668134e-06,0.29411764705882354,-0.00018997350103136523,21,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,False,,False,False,below_selector_resolution,-1.0473762038854888e-06,2.2872929515995698e-06,-1.469935367541658e-06,0.14285714285714285,0.0,0.14285714285714285,0.0,0.5714285714285714,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_ctrl_add_low_preserve_top13_faf44c9b.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_ctrl_add_low_preserve_top13_faf44c9b.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_ctrl_add_low_preserve_top13,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,anti_amp,ctrl_add_low_preserve,13,0,13,0.0,0.2,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,too_small_to_submit,False,-2.970403899396978e-06,-1.5344574220929253e-05,4.509739514390281e-06,0.5882352941176471,-0.0015784018650679688,21,0.0,0.0,0.0,0.0,False,,False,False,too_small_to_submit,-1.3586592272580752e-05,-1.1419365354639405e-05,-1.4830449568604612e-05,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_raw_add_high_preserve_top5_b8663b0f.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_raw_add_high_preserve_top5_b8663b0f.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_raw_add_high_preserve_top5,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l2_c0p35,raw,add_high_preserve,5,0,5,0.0,0.35,1.6129975204950895,0.9889931432695778,0.9929628293035005,0.7747664464921444,0.4615384615384615,below_selector_resolution,False,1.7121185782132943e-06,-3.3804460373392535e-06,4.542665308964349e-06,0.29411764705882354,-0.0005164589121524621,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,-2.8688819472920705e-06,-2.2707276862000217e-06,-4.310999754283848e-06,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_add_high_preserve_top8_20c07d69.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_add_high_preserve_top8_20c07d69.csv,e247_only_vs_e256__human_social_lr_l1_c0p2_raw_add_high_preserve_top8,e247_only_vs_e256_only,human_social,lr_l1_c0p22,raw,add_high_preserve,8,0,8,0.0,0.2,1.17667885508157,0.8571428571428571,0.8727106227106227,0.20571728422407154,0.40384615384615385,below_selector_resolution,False,2.0445541372267315e-06,-2.5485408760874056e-06,4.568342477095019e-06,0.29411764705882354,-0.00019240896852718015,21,0.0,0.19047619047619047,0.23809523809523808,0.0,False,,False,False,below_selector_resolution,-1.3438457296867605e-06,-1.9313386530115214e-07,-2.4092265959454507e-06,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.0
submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_anti_amp_undo_low_preserve_top13_15d5c405.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_anti_amp_undo_low_preserve_top13_15d5c405.csv,e247_common_vs_e28_cell_geometry_lr_l2_c0p3_anti_amp_undo_low_preserve_top13,e247_common_vs_e284_extra,cell_geometry,lr_l2_c0p35,anti_amp,undo_low_preserve,13,13,0,0.25,0.0,1.5523998329156223,0.9990476190476191,0.9996825396825396,0.631578947368421,0.46153846153846156,below_selector_resolution,False,7.668232855367759e-07,-1.5325168208775973e-06,4.6112882870155115e-06,0.5588235294117647,0.0002706284204030962,21,0.0,0.38095238095238093,0.6666666666666666,0.14285714285714285,False,,False,False,below_selector_resolution,3.86690445827023e-06,4.084926891121267e-06,3.2288308283145354e-06,0.14285714285714285,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_anti_amp_add_high_preserve_top8_0efc319d.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_anti_amp_add_high_preserve_top8_0efc319d.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_anti_amp_add_high_preserve_top8,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l1_c0p22,anti_amp,add_high_preserve,8,0,8,0.0,0.35,1.6379937728677048,0.9974738361602309,0.9978948634668591,0.8160718855555242,0.5192307692307693,below_selector_resolution,False,1.262965836641279e-06,-4.6324827085218744e-06,4.615995791182409e-06,0.29411764705882354,-0.0006488827164967681,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,-4.049242471655206e-06,-3.736624270634925e-06,-5.497112685511842e-06,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_anti_amp_ctrl_add_low_preserve_top13_09328c5f.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_anti_amp_ctrl_add_low_preserve_top13_09328c5f.csv,e247_body_vs_clean_cell_geometry_lr_l1_c0p2_anti_amp_ctrl_add_low_preserve_top13,e247_body_vs_clean_neither,cell_geometry,lr_l1_c0p22,anti_amp,ctrl_add_low_preserve,13,0,13,0.0,0.2,1.6357610519041557,0.9974738361602309,0.9977745699506796,0.8163303333571659,0.5,below_selector_resolution,False,-2.323592557624058e-06,-1.3954438836632008e-05,4.633294054399369e-06,0.4411764705882353,-0.001526808389328671,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,-1.1348972699418062e-05,-8.298311934459817e-06,-1.3800570878194862e-05,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_smooth_weighted_undo_low_preserve_top13_4c139c35.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_smooth_weighted_undo_low_preserve_top13_4c139c35.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_smooth_weighted_undo_low_preserve_top13,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l1_c0p22,smooth_weighted,undo_low_preserve,13,13,0,0.5,0.0,1.6379937728677048,0.9974738361602309,0.9978948634668591,0.8160718855555242,0.5192307692307693,below_selector_resolution,False,1.784374025875159e-06,-2.3552740787032246e-08,4.6508534125618494e-06,0.11764705882352941,0.00013368976615418804,21,0.0,0.38095238095238093,0.47619047619047616,0.2857142857142857,False,,False,False,below_selector_resolution,2.46262269089637e-06,3.9185737718401905e-06,1.8946966379546873e-06,0.42857142857142855,0.0,0.42857142857142855,0.0,0.2857142857142857,0.0
submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_raw_add_high_preserve_top5_3dccf677.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_raw_add_high_preserve_top5_3dccf677.csv,e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_raw_add_high_preserve_top5,e247_common_vs_e284_extra,human_plus_geometry,lr_l2_c0p35,raw,add_high_preserve,5,0,5,0.0,0.2,1.5273353078463352,0.9771428571428571,0.9844620811287478,0.6216923260532283,0.48076923076923084,below_selector_resolution,False,2.5622090157457117e-06,-1.2025069129305646e-06,4.683545874249156e-06,0.23529411764705882,-0.00021523669590081673,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,-1.0819353501505405e-06,-6.538745665770851e-07,-1.519119418506206e-06,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_raw_swap_low_high_top3_cf0afb63.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_raw_swap_low_high_top3_cf0afb63.csv,e247_only_vs_e256__human_social_lr_l2_c0p3_raw_swap_low_high_top3,e247_only_vs_e256_only,human_social,lr_l2_c0p35,raw,swap_low_high,3,3,3,0.25,0.2,0.9292945942945944,0.7142857142857143,0.7747252747252747,0.16046176046176053,0.17307692307692307,below_selector_resolution,False,2.2317747250227658e-06,5.290731295919547e-07,4.7375243822492595e-06,0.08823529411764706,5.007527838285508e-05,21,0.0,0.8571428571428571,0.7619047619047619,0.7142857142857143,False,,False,False,below_selector_resolution,5.039491555764882e-06,5.793813078755647e-06,3.9125426302400806e-06,0.7142857142857143,0.0,0.8571428571428571,0.0,1.0,0.0
submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_anti_amp_ctrl_add_low_preserve_top13_262a51e5.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_anti_amp_ctrl_add_low_preserve_top13_262a51e5.csv,e247_common_vs_e28_cell_geometry_lr_l2_c0p3_anti_amp_ctrl_add_low_preserve_top13,e247_common_vs_e284_extra,cell_geometry,lr_l2_c0p35,anti_amp,ctrl_add_low_preserve,13,0,13,0.0,0.2,1.5523998329156223,0.9990476190476191,0.9996825396825396,0.631578947368421,0.46153846153846156,below_selector_resolution,False,-2.458523077498867e-06,-1.4626539658558001e-05,4.8240254548332205e-06,0.4411764705882353,-0.0016088924704877328,21,0.0,0.0,0.047619047619047616,0.0,False,,False,False,below_selector_resolution,-1.2120241359833211e-05,-1.0036876358390165e-05,-1.391675766484138e-05,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_smooth_weighted_add_high_preserve_top13_22436480.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_smooth_weighted_add_high_preserve_top13_22436480.csv,e247_common_vs_e28_cell_geometry_lr_l2_c0p3_smooth_weighted_add_high_preserve_top13,e247_common_vs_e284_extra,cell_geometry,lr_l2_c0p35,smooth_weighted,add_high_preserve,13,0,13,0.0,0.2,1.5523998329156223,0.9990476190476191,0.9996825396825396,0.631578947368421,0.46153846153846156,below_selector_resolution,False,1.5783119698231732e-06,-4.3970034088775855e-06,4.923563025099117e-06,0.29411764705882354,-0.0003713194247962348,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,-3.4894174829965894e-06,-2.5485582406392017e-06,-5.566041938279392e-06,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_add_high_preserve_top3_e94149d5.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_add_high_preserve_top3_e94149d5.csv,e247_only_vs_e256__human_social_lr_l1_c0p2_raw_add_high_preserve_top3,e247_only_vs_e256_only,human_social,lr_l1_c0p22,raw,add_high_preserve,3,0,3,0.0,0.2,1.17667885508157,0.8571428571428571,0.8727106227106227,0.20571728422407154,0.40384615384615385,below_selector_resolution,False,2.8011751032680524e-06,-9.515210172511264e-07,4.932270413690084e-06,0.23529411764705882,-0.00012401466594685884,21,0.0,0.38095238095238093,0.38095238095238093,0.2857142857142857,False,,False,False,below_selector_resolution,-6.392666810099664e-08,7.62441395442153e-07,-8.393047211092339e-07,0.2857142857142857,0.0,0.2857142857142857,0.0,0.5714285714285714,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_anti_amp_undo_low_preserve_top8_54c68c35.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_anti_amp_undo_low_preserve_top8_54c68c35.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_anti_amp_undo_low_preserve_top8,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l1_c0p22,anti_amp,undo_low_preserve,8,8,0,0.25,0.0,1.6379937728677048,0.9974738361602309,0.9978948634668591,0.8160718855555242,0.5192307692307693,below_selector_resolution,False,3.402175957130918e-06,7.428144030860376e-07,4.961501160548596e-06,0.058823529411764705,-7.859719977804103e-05,21,0.0,0.047619047619047616,0.0,0.0,False,,False,False,below_selector_resolution,2.8370531558748833e-07,1.0155824315345155e-06,-3.0206263536133877e-07,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top8_9c61bd90.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top8_9c61bd90.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top8,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,raw,undo_low_preserve,8,8,0,0.5,0.0,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,too_small_to_submit,False,-3.1829025232055055e-07,-3.411294499823176e-06,4.968924050759655e-06,0.6470588235294118,0.00026121069861484436,21,0.0,0.5238095238095238,0.7142857142857143,0.2857142857142857,False,,False,False,too_small_to_submit,4.069785518450625e-06,4.9741574630497955e-06,3.716820117229695e-06,0.2857142857142857,0.0,0.7142857142857143,0.0,0.5714285714285714,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_undo_low_preserve_top8_cc0d96ca.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_undo_low_preserve_top8_cc0d96ca.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_undo_low_preserve_top8,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l1_c0p22,raw,undo_low_preserve,8,8,0,0.5,0.0,1.6379937728677048,0.9974738361602309,0.9978948634668591,0.8160718855555242,0.5192307692307693,below_selector_resolution,False,3.885318939255067e-06,2.600460556805566e-06,5.060215175722716e-06,0.0,-1.9357561838462267e-06,21,0.0,0.47619047619047616,0.5238095238095238,0.2857142857142857,False,,False,False,below_selector_resolution,3.585161258458612e-06,5.050799435742745e-06,2.0659093732137267e-06,0.2857142857142857,0.0,0.7142857142857143,0.0,0.42857142857142855,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top13_b5d9260e.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top13_b5d9260e.csv,e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top13,e247_body_vs_clean_neither,human_plus_geometry,lr_l2_c0p35,smooth_weighted,undo_low_preserve,13,13,0,0.25,0.0,1.5982970683600024,0.9864669794298088,0.9908576927703597,0.7631310986637494,0.48076923076923084,below_selector_resolution,False,4.071259633774992e-06,2.7912315327474974e-06,5.112363422893902e-06,0.0,0.00024197331810293932,21,0.0,0.42857142857142855,0.42857142857142855,0.2857142857142857,False,,False,False,below_selector_resolution,3.967313856744265e-06,4.788152850315181e-06,3.576416295798347e-06,0.5714285714285714,0.0,0.42857142857142855,0.0,0.2857142857142857,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top5_c788a1cd.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top5_c788a1cd.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top5,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,raw,undo_low_preserve,5,5,0,0.25,0.0,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,below_selector_resolution,False,4.175296584195148e-06,2.9114777763516816e-06,5.228239228026582e-06,0.0,0.00010612647156021948,21,0.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,False,,False,False,below_selector_resolution,3.930845450180701e-06,5.1134628796497555e-06,3.118161160688262e-06,0.7142857142857143,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0
submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_raw_ctrl_add_low_preserve_top13_6afaa69f.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_raw_ctrl_add_low_preserve_top13_6afaa69f.csv,e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_raw_ctrl_add_low_preserve_top13,e247_common_vs_e284_extra,human_plus_geometry,lr_l1_c0p22,raw,ctrl_add_low_preserve,13,0,13,0.0,0.2,1.5579172932330827,1.0,1.0,0.631578947368421,0.5,below_selector_resolution,False,-1.9223515983759712e-06,-1.4020345646715437e-05,5.235902006132123e-06,0.4411764705882353,-0.0015614782292460716,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,-1.1827529349640367e-05,-8.779627578703654e-06,-1.4489950229727241e-05,0.0,0.0,0.0,0.0,0.0,0.0
