source,source_idea_no,idea_id,experiment_id,idea,families,experiment_family,experiment_stage,risk,implementation_batch,status,expected_artifact,validation_gate
gemini,62,gemini_062_location_entropy_weighted_by_screen_time_스마트폰을_주,domain_gemini_062,"Location Entropy weighted by Screen Time: 스마트폰을 주로 사용하는 장소의 다양성을 Shannon Entropy로 계산하고, 이를 장소별 스마트폰 사용 시간으로 가중치를 부여합니다.",cross_modal,cross_modal,cross_modal_token_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,63,gemini_063_charging_state_vs_physical_immobility_스마트폰이_충전_중,domain_gemini_063,Charging State vs. Physical Immobility: 스마트폰이 충전 중일 때 사용자의 가속도가 잡히지 않는 '기기-사용자 동시 정지'와 충전 중임에도 사용자가 폰을 만지는 '기기 결착형 사용'을 분리하여 표상합니다.,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,64,gemini_064_geographical_displacement_vs_screen_interaction_,domain_gemini_064,Geographical Displacement vs. Screen Interaction Dispersal: 이동 거리 단위(km)당 화면 잠금 해제 횟수의 비율을 계산하여 이동 중 스마트폰 중독도 벡터를 생성합니다.,cross_modal|motif_retrieval,cross_modal,cross_modal_token_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,65,gemini_065_multi_modal_contrastive_alignment_space_clip_구조를,domain_gemini_065,"Multi-modal Contrastive Alignment Space: CLIP 구조를 모방하여, 하루의 [GPS/이동 시퀀스] 임베딩과 [스마트폰 사용 시퀀스] 임베딩이 서로 같은 날짜 벡터 공간에서 정렬되도록 대조 학습 프로젝션 레이어를 구성합니다.",cross_modal|token_ssl,cross_modal,cross_modal_token_features,medium,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gemini,66,gemini_066_k_shape_time_series_motif_cluster_id_무라벨_원천_데이터의,domain_gemini_066,K-Shape Time-Series Motif Cluster ID: 무라벨 원천 데이터의 일일 걸음 수 시계열 패턴을 K-Shape 알고리즘으로 클러스터링하여 대표 '활동 모티프(Motif) ID'를 부여하고 이를 원핫 토큰으로 변환합니다.,motif_retrieval,motif_retrieval,unsupervised_state_diagnostics,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,67,gemini_067_nearest_neighbor_day_retrieval_context_현재_타겟_날짜의,domain_gemini_067,"Nearest Neighbor Day Retrieval Context: 현재 타겟 날짜의 센서 표현 벡터와 가장 유사한 과거 무라벨 날짜 Top 3를 코사인 유사도로 검색(Retrieval)하고, 그날들의 센서 표현을 컨텍스트로 함께 피딩합니다.",day_slicing|motif_retrieval,day_slicing,day_state_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,68,gemini_068_day_prototype_representation_via_vq_vae_일일_멀티모달_,domain_gemini_068,"Day Prototype Representation via VQ-VAE: 일일 멀티모달 시계열 데이터를 이산화(Quantization)하는 VQ-VAE를 학습시켜, 하루를 16개의 코드북 벡터(Prototype Tokens) 시퀀스로 압축 변환합니다.",day_slicing|motif_retrieval|token_ssl,day_slicing,day_state_features,medium,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gemini,69,gemini_069_graph_based_day_similarity_network_모든_날짜를_노드로_하고,domain_gemini_069,"Graph-based Day Similarity Network: 모든 날짜를 노드로 하고 센서 유사도를 엣지로 하는 KNN 그래프를 구축하여, 각 날짜 노드의 GNN 임베딩을 추출함으로써 분포 시프트를 보정한 표상을 획득합니다.",day_slicing|motif_retrieval,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,70,gemini_070_anomalous_day_soft_labeling_정상_루틴_모티프들과의_마할라노비스_,domain_gemini_070,"Anomalous Day Soft-Labeling: 정상 루틴 모티프들과의 마할라노비스 거리를 계산하여, 오늘의 하루가 '얼마나 기이한 하루(Anomaly Score)였는지'를 나타내는 연속형 스코어 벡터를 주입합니다.",day_slicing,day_slicing,day_state_features,high,hold_until_stress_test,gated,experiments/domain_idea_bank/stress_test_queue.json,nested_oof_before_label_use
gemini,71,gemini_071_circadian_rhythm_prototype_codebook_24시간_센서_데이터를,domain_gemini_071,"Circadian Rhythm Prototype Codebook: 24시간 센서 데이터를 각 서카디안 패턴 프로토타입 8개 유형으로 분류하고, 오늘 하루가 각 프로토타입에 속할 소프트 확률 분포를 입력값으로 할당합니다.",day_slicing|motif_retrieval,day_slicing,day_state_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,72,gemini_072_topological_data_analysis_tda_persistence_landsc,domain_gemini_072,"Topological Data Analysis (TDA) Persistence Landscape: 일일 가속도 및 GPS 포인트의 클라우드 데이터에 TDA를 적용하여 지속성 풍경 특징을 추출, 하루의 구조적 복잡성을 고정 차원 벡터화합니다.",cross_modal,cross_modal,cross_modal_token_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,73,gemini_073_dynamic_time_warping_barycenter_average_dba_base,domain_gemini_073,"Dynamic Time Warping Barycenter Average (DBA) Baseline: 개인별로 가장 전형적인 하루의 시계열 평균(DBA)을 미리 연산해 두고, 오늘 시계열과의 픽셀 단위 델타 맵을 생성하여 컨볼루션 입력화합니다.",subject_deviation,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,74,gemini_074_contextual_day_sub_sequence_matching_하루를_4시간_단위의,domain_gemini_074,"Contextual Day Sub-sequence Matching: 하루를 4시간 단위의 6개 서브 시퀀스로 쪼갠 뒤, 각 서브 시퀀스가 전체 유저 데이터베이스의 어떤 시간대 모티프와 일치하는지 매칭 딕셔너리 지표화합니다.",day_slicing|token_ssl,day_slicing,day_state_features,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gemini,75,gemini_075_cross_subject_motif_sharing_index_10명의_유저_전체에서_공,domain_gemini_075,"Cross-Subject Motif Sharing Index: 10명의 유저 전체에서 공통으로 발견되는 '보편적 휴일 패턴', '보편적 마감 패턴' 등의 글로벌 모티프를 정의하고 오늘 하루가 해당 글로벌 패턴에 부합하는지 인덱싱합니다.",subject_deviation|cross_modal|motif_retrieval,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,76,gemini_076_day_level_self_attention_pooling_vector_일일_센서_데이,domain_gemini_076,"Day-level Self-Attention Pooling Vector: 일일 센서 데이터를 Transformer Encoder에 통과시킨 뒤, 클래스 토큰이 아닌 가우시안 혼합 모델(GMM) 기반 어텐션 풀링을 거친 고차원 고정 벡터 표상을 사용합니다.",day_slicing|token_ssl,day_slicing,day_state_features,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gemini,77,gemini_077_dbscan_of_daily_venues_오늘_방문한_gps_좌표들을_dbscan_처리,domain_gemini_077,DBSCAN Of Daily Venues: 오늘 방문한 GPS 좌표들을 DBSCAN 처리하여 추출된 '의미 있는 장소의 개수'와 '노이즈 포인트(단순 스쳐 지나간 길)의 비율'을 일일 프로토타입 벡터의 축으로 설정합니다.,cross_modal,cross_modal,cross_modal_token_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,78,gemini_078_q1_수면_질_특화_pre_sleep_restlessness_index_취침_전_2시간,domain_gemini_078,[Q1 수면 질 특화] Pre-sleep Restlessness Index: 취침 전 2시간 동안 가속도 센서의 미세 진폭 변동성의 분산 값을 극대화한 뷰를 제공합니다.,day_slicing|target_view,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,79,gemini_079_q1_수면_질_특화_sleep_stage_transition_proxy_야간_폰_터치_,domain_gemini_079,[Q1 수면 질 특화] Sleep Stage Transition Proxy: 야간 폰 터치 전무 구간 중 가속도계의 주기적 뒤척임 패턴(30~45분 주기 신체 움직임)의 규칙성을 주파수 도메인(FFT)으로 변환한 파워 스펙트럼 뷰입니다.,day_slicing|episode|target_view,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,80,gemini_080_q2_정서_우울_특화_digital_isolation_speed_외부_연락_통화_메시지,domain_gemini_080,"[Q2 정서/우울 특화] Digital Isolation Speed: 외부 연락(통화, 메시지 앱) 빈도는 극감하면서 유튜브/넷플릭스 등 단방향 미디어 앱 사용 시간만 폭증하는 불균형 비율 뷰를 구축합니다.",target_view,target_view,decoder_probe_later,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,81,gemini_081_q2_정서_우울_특화_locational_constriction_vector_gps_상,domain_gemini_081,[Q2 정서/우울 특화] Locational Constriction Vector: GPS 상 이동 반경이 집 반경 50m 이내로 극단적으로 좁혀진 상태의 지속 일수를 카운트한 누적 시계열 뷰입니다.,cross_modal|target_view,cross_modal,cross_modal_token_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,82,gemini_082_q3_스트레스_특화_acceleration_jerk_metric_일상_활동_중_가속도의,domain_gemini_082,[Q3 스트레스 특화] Acceleration Jerk Metric: 일상 활동 중 가속도의 미분값인 'Jerk(급격한 가속도 변화량)'의 밀도를 계산하여 신체적 긴장도 및 초조함을 반영하는 뷰를 생성합니다.,cross_modal|target_view,cross_modal,cross_modal_token_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,83,gemini_083_q3_스트레스_특화_screen_on_fragment_density_스마트폰을_한_번_,domain_gemini_083,"[Q3 스트레스 특화] Screen-On Fragment Density: 스마트폰을 한 번 켜서 오래 쓰는 것이 아니라, 1~2분 간격으로 켰다 껐다를 반복하는 '극도의 산만함/초조함' 상태를 포착하는 포아송 분포 파라미터 뷰입니다.",episode|cross_modal|target_view,episode,token_episode_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,84,gemini_084_s1_s4_활력_특화_circadian_power_peak_shift_일일_걸음수_및_,domain_gemini_084,[S1~S4 활력 특화] Circadian Power Peak Shift: 일일 걸음수 및 활동량의 피크(Peak)가 발생하는 시간대가 평소 대비 앞으로 당겨졌거나 뒤로 밀렸는지 파악하는 에너지 위상 뷰를 만듭니다.,day_slicing|target_view,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,85,gemini_085_s1_s4_활력_특화_physical_fatigue_recovery_slope_전날_과,domain_gemini_085,"[S1~S4 활력 특화] Physical Fatigue Recovery Slope: 전날 과도한 활동(평소 대비 걸음수 200%)이 있은 후, 오늘 오전 시간대의 활동성 회복 탄력성(Recovery Slope)을 모델링한 전용 뷰입니다.",rolling_memory|target_view,rolling_memory,past_context_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,86,gemini_086_s1_s4_활력_특화_total_energy_expenditure_proxy_가속도_센,domain_gemini_086,"[S1~S4 활력 특화] Total Energy Expenditure Proxy: 가속도 센서의 3축 적분값(METs 프록시)을 시간별로 누적하여, 신체 에너지 소모 곡선과 베이스라인 곡선 간의 면적 차이(AUC)를 계산하는 뷰입니다.",target_view,target_view,decoder_probe_later,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,87,gemini_087_target_multi_task_routing_cross_target_gate_vect,domain_gemini_087,"[Target Multi-Task Routing] Cross-Target Gate Vector: 7개 라벨 간의 상관관계를 고려하여, Q계열(심리)과 S계열(신체)에 각각 다른 가중치를 주도록 멀티모달 센서를 다르게 소프트-필터링(Soft-filtering)한 게이트 인터페이스 뷰를 구축합니다.",rolling_memory|cross_modal|target_view,rolling_memory,past_context_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,88,gemini_088_hierarchical_time_scale_tokenizer_1분을_단어_토큰_1시간을,domain_gemini_088,"Hierarchical Time-Scale Tokenizer: 1분을 단어 토큰, 1시간을 문장 토큰, 하루를 하나의 문서 토큰으로 계층화하여, 센서 수치를 분 단위 텍스트 형태의 토큰 링(Token Ring)으로 패치화합니다.",token_ssl,token_ssl,encoder_ssl_pretraining,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gemini,89,gemini_089_quantized_sensor_word_vocabulary_센서_데이터_가속도_강도_g,domain_gemini_089,"Quantized Sensor Word Vocabulary: 센서 데이터(가속도 강도, GPS 이동 속도 등)의 연속적인 값을 복합 벤치마킹을 통해 1000개의 고유한 '라이프로그 단어' 사전으로 양자화하여 BPE(Byte Pair Encoding) 토큰화를 적용합니다.",missingness|cross_modal,missingness,value_mask_token_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,90,gemini_090_state_duration_tuple_token_행동_상태_토큰_지속_시간_토큰_의_쌍,domain_gemini_090,"State-Duration Tuple Token: [행동 상태 토큰, 지속 시간 토큰]의 쌍(Tuple)으로 변환(예: [HOME_REST, 120min], [COMMUTE, 45min])하여 순서와 듀레이션을 Transformer가 명확히 인지하게 합니다.",token_ssl,token_ssl,encoder_ssl_pretraining,medium,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gemini,91,gemini_091_positional_sync_embedding_for_missingness_결측_구간에,domain_gemini_091,"Positional Sync Embedding for Missingness: 결측 구간에 대해 빈 토큰을 넣는 대신, 결측이 시작된 절대 시간과 지속 시간을 주입하는 고유의 'Missing-Positional Embedding' 레이어를 추가합니다.",episode|missingness,episode,token_episode_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,92,gemini_092_multi_modal_unified_token_sequence_여러_센서_스트림을_따로,domain_gemini_092,Multi-modal Unified Token Sequence: 여러 센서 스트림을 따로 넣지 않고 시간 순서대로 인터리빙(Interleaving)하여 나열(예: GPS_Move \rightarrow Screen_On \rightarrow App_SNS \rightarrow Step_High)하는 싱글 트랙 토큰 시퀀스를 만듭니다.,cross_modal|token_ssl,cross_modal,cross_modal_token_features,medium,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gemini,93,gemini_093_dynamic_time_delta_token_고정_시간_격자가_아닌_센서_이벤트가_바뀔,domain_gemini_093,"Dynamic Time-Delta Token: 고정 시간 격자가 아닌 센서 이벤트가 바뀔 때만 토큰을 생성하되, 이전 토큰과의 시간 차이(Delta-T)를 양자화하여 독립된 토큰으로 시퀀스 사이에 삽입합니다.",token_ssl,token_ssl,encoder_ssl_pretraining,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gemini,94,gemini_094_circadian_phase_fixed_token_하루의_타임라인을_24개_고정_슬롯으,domain_gemini_094,"Circadian Phase Fixed Token: 하루의 타임라인을 24개 고정 슬롯으로 만들고, 각 슬롯에 [활동 강도, 장소 안정성, 디지털 밀도]를 나타내는 3개의 특수 이산 토큰 조합으로 채워 넣습니다.",day_slicing|token_ssl,day_slicing,day_state_features,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gemini,95,gemini_095_task_specific_special_tokens_q1_s1_bert의_cls_토큰처,domain_gemini_095,"Task-Specific Special Tokens ([Q1], [S1]): BERT의 [CLS] 토큰처럼 시퀀스 맨 앞에 [Q1_SENSE], [S1_SENSE] 등 각 타겟 예측에 바이어스된 특수 토큰을 심어 인코더-디코더 연산을 유도합니다.",token_ssl|target_view,token_ssl,encoder_ssl_pretraining,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gemini,96,gemini_096_masked_lifelog_forecasting_mlf_하루_시퀀스의_특정_시간대_예_,domain_gemini_096,"Masked Lifelog Forecasting (MLF): 하루 시퀀스의 특정 시간대(예: 오후 2시~6시) 전체 멀티모달 센서 데이터를 마스킹하고, 전후 데이터를 통해 마스킹된 구간의 센서 분포를 복원하는 인코더-디코더 사전 학습을 진행합니다.",missingness|token_ssl,missingness,value_mask_token_features,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gemini,97,gemini_097_subject_invariant_contrastive_learning_동일한_유저의_다,domain_gemini_097,"Subject-Invariant Contrastive Learning: 동일한 유저의 다른 날짜는 네거티브로, 서로 다른 유저라도 '동일한 루틴 패턴(예: 주말 늦잠)'을 가진 날짜는 포지티브로 묶어 유저 고유 ID에 과적합되지 않도록 유저 불변 표상을 학습시킵니다.",subject_deviation|token_ssl,subject_deviation,subject_relative_features,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gemini,98,gemini_098_temporal_order_permutation_restoration_하루를_4개의_블,domain_gemini_098,"Temporal Order Permutation Restoration: 하루를 4개의 블록(새벽, 오전, 오후, 저녁)으로 쪼갠 뒤 무작위로 셔플하고, 디코더 모델이 올바른 시간 순서로 재배치하도록 하는 순서 복원 학습을 수행합니다.",misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,99,gemini_099_multi_modal_transformation_prediction_시계열_데이터에_가,domain_gemini_099,"Multi-modal Transformation Prediction: 시계열 데이터에 가우시안 노이즈 주입, 시간축 확대/축소, 값 반전 등의 변형을 가한 뒤 어떤 변형이 적용되었는지 분류하는 자가 지도 태스크를 수행합니다.",cross_modal,cross_modal,cross_modal_token_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,100,gemini_100_tomorrow_sensor_context_conditioning_오늘_데이터의_표상을,domain_gemini_100,"Tomorrow Sensor Context Conditioning: 오늘 데이터의 표상을 입력받아, '내일 오전의 첫 기상 시간 및 첫 걸음 수 격차'를 정량적으로 회귀 예측하게 하는 미래 바운딩 자가 학습을 진행합니다.",missingness,missingness,value_mask_token_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,101,gemini_101_pseudo_label_distillation_with_mean_constraints_,domain_gemini_101,"Pseudo-Label Distillation with Mean Constraints: 라벨이 없는 대량의 데이터에 의사 라벨을 생성하되, 분포 시프트를 막기 위해 전체 데이터셋의 타겟 평균 비율(Target Mean Ratio)을 제한 조건으로 걸어 학습시킵니다.",target_view,target_view,decoder_probe_later,high,hold_until_stress_test,gated,experiments/domain_idea_bank/stress_test_queue.json,nested_oof_before_label_use
gemini,102,gemini_102_sensor_cross_synthesis_cross_generation_스마트폰_사용량,domain_gemini_102,Sensor Cross-Synthesis (Cross-Generation): 스마트폰 사용량 및 앱 시퀀스 데이터만 보고 당일의 GPS 이동 궤적 및 걸음수 시계열 곡선을 생성해 내거나 그 반대를 수행하게 하는 인코더-디코더 기반 상호 증강 자기지도학습을 구축합니다.,missingness|cross_modal,missingness,value_mask_token_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,103,gemini_103_가장_유망한_top_10_아이디어_선정_및_이유,domain_gemini_103,가장 유망한 Top 10 아이디어 선정 및 이유,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,13,gemini_013_subject_z_score_embedding_타겟이_평소_대비_오늘_이므로_개인_편차,domain_gemini_013,Subject Z-Score Embedding 타겟이 '평소 대비 오늘'이므로 개인 편차(Subject Shift)를 물리적으로 제거하는 가장 확실한 수학적 장치입니다.,subject_deviation|episode,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,95,gemini_095_subject_invariant_contrastive_learning_모델이_10명의_,domain_gemini_095,"Subject-Invariant Contrastive Learning 모델이 10명의 유저 고유 패턴을 암기하는 것을 차단하고, 오직 '하루의 변동 상태'만 보게 강제하는 핵심 SSL입니다.",subject_deviation|token_ssl,subject_deviation,subject_relative_features,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gemini,66,gemini_066_day_prototype_via_vq_vae_연속형_수치의_노이즈와_결측을_강건한_이산,domain_gemini_066,Day Prototype via VQ-VAE 연속형 수치의 노이즈와 결측을 강건한 이산형 코드북 토큰으로 변환하여 Transformer의 다이나믹스 최적화를 돕습니다.,day_slicing|motif_retrieval|token_ssl,day_slicing,day_state_features,medium,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gemini,94,gemini_094_masked_lifelog_forecasting_mlf_450개_라벨_병목을_무라벨_원,domain_gemini_094,Masked Lifelog Forecasting (MLF) 450개 라벨 병목을 무라벨 원천 데이터 수만 개로 깨부술 수 있는 전형적이면서도 강력한 생성 모델 기반 SSL입니다.,missingness|token_ssl,missingness,value_mask_token_features,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gemini,88,gemini_088_state_duration_tuple_token_고정_격자_패딩으로_인한_계산_낭비를_,domain_gemini_088,"State-Duration Tuple Token 고정 격자 패딩으로 인한 계산 낭비를 막고, 행동의 순서와 듀레이션을 동시에 보존하여 Transformer 입력 효율을 극대화합니다.",token_ssl,token_ssl,encoder_ssl_pretraining,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gemini,1,gemini_001_chronotype_aligned_day_slice_올빼미형_인간과_아침형_인간의_00,domain_gemini_001,Chronotype-aligned Day Slice 올빼미형 인간과 아침형 인간의 00시 센서를 동일 선상에서 비교하여 발생하는 도메인 왜곡과 변동성 시프트를 차단합니다.,day_slicing,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,45,gemini_045_missingness_as_intentional_episode_결측을_에러_가_아닌_심,domain_gemini_045,Missingness as Intentional Episode 결측을 '에러'가 아닌 '심리적 도피/방치'라는 중요한 고차원 상태 시그널로 역발상 전환하여 타겟 예측의 힌트를 제공합니다.,episode|missingness,episode,token_episode_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,27,gemini_027_14_day_sleep_debt_accumulation_q1_수면_s1_활력_등은_당일,domain_gemini_027,"14-Day Sleep Debt Accumulation Q1(수면), S1(활력) 등은 당일 센서뿐 아니라 누적된 생체 피로도에 종속되므로 타겟의 시간적 인과 관계를 보완합니다.",day_slicing|rolling_memory|target_view,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,51,gemini_051_screen_on_vs_accel_cross_attention_물리_활동과_디지털_몰입,domain_gemini_051,"Screen-On vs. Accel Cross-Attention 물리 활동과 디지털 몰입의 불일치성(예: 누워서 폰만 하기 vs 뛰어다니기)을 직접 연결하여 심리적 상태(Q2, Q3)를 날카롭게 짚어냅니다.",cross_modal|target_view,cross_modal,cross_modal_token_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,99,gemini_099_pseudo_label_with_mean_constraints_public_lb와_lo,domain_gemini_099,Pseudo-Label with Mean Constraints Public LB와 Local OOF 간의 가장 큰 괴리 원인인 Target Mean Shift를 의사 라벨링 단계에서 정밀 제어하여 일반화 성능을 붙잡아둡니다.,target_view,target_view,decoder_probe_later,high,hold_until_stress_test,gated,experiments/domain_idea_bank/stress_test_queue.json,nested_oof_before_label_use
gemini,104,gemini_104_바로_실험_가능한_5개_실험_파이프라인,domain_gemini_104,바로 실험 가능한 5개 실험 파이프라인,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gemini,105,gemini_105_각_실험의_성공_기준_및_실패_시_도메인_관점의_해석_가이드,domain_gemini_105,각 실험의 성공 기준 및 실패 시 도메인 관점의 해석 가이드,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
