row,past_mean_Q1,future_mean_Q1,drift_Q1,drift_up_Q1,drift_down_Q1,drift_changed_Q1,past_mean_Q2,future_mean_Q2,drift_Q2,drift_up_Q2,drift_down_Q2,drift_changed_Q2,past_mean_Q3,future_mean_Q3,drift_Q3,drift_up_Q3,drift_down_Q3,drift_changed_Q3,past_mean_S1,future_mean_S1,drift_S1,drift_up_S1,drift_down_S1,drift_changed_S1,past_mean_S2,future_mean_S2,drift_S2,drift_up_S2,drift_down_S2,drift_changed_S2,past_mean_S3,future_mean_S3,drift_S3,drift_up_S3,drift_down_S3,drift_changed_S3,past_mean_S4,future_mean_S4,drift_S4,drift_up_S4,drift_down_S4,drift_changed_S4,drift_subjective_recovery,recovery_up_subjective,intervention_relief_Q2,intervention_worsening_Q2,quality_rise_Q3,objective_stage_shift,valid_drift_row
271,,0.5,,0.0,0.0,0.0,,0.5,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
272,,0.75,,0.0,0.0,0.0,,0.5,,0.0,0.0,0.0,,0.25,,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
273,0.0,0.75,0.75,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,True
274,0.3333333333333333,1.0,0.6666666666666667,1.0,0.0,1.0,0.3333333333333333,0.5,0.16666666666666669,1.0,0.0,1.0,0.3333333333333333,0.75,0.4166666666666667,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666667,1.0,0.0,1.0,0.6666666666666666,0.75,0.08333333333333337,1.0,0.0,1.0,0.9166666666666667,1.0,0.0,1.0,1.0,1.0,True
275,0.25,1.0,0.75,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.75,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,1.25,1.0,0.0,0.0,1.0,1.0,True
276,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.0,0.75,0.75,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,1.0,0.0,1.0,1.0,1.0,True
277,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.75,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.25,1.0,0.0,0.0,1.0,1.0,True
278,0.75,0.25,-0.5,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.25,-0.5,0.0,1.0,1.0,-0.25,0.0,0.0,0.0,1.0,1.0,True
279,1.0,0.0,-1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.25,-0.5,0.0,1.0,1.0,-0.75,0.0,0.0,0.0,1.0,1.0,True
280,1.0,0.25,-0.75,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,-0.75,0.0,1.0,1.0,-0.75,0.0,0.0,0.0,0.0,1.0,True
281,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.25,-0.5,0.0,1.0,1.0,-0.25,0.0,1.0,0.0,0.0,1.0,True
282,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.75,0.25,-0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,True
283,0.25,1.0,0.75,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.0,-0.75,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.75,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,True
284,0.0,0.75,0.75,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,1.0,0.25,-0.75,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.75,0.5,1.0,0.0,1.0,-0.25,0.0,0.0,1.0,0.0,1.0,True
285,0.25,0.75,0.5,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,1.0,0.0,1.0,-0.5,0.0,0.0,1.0,0.0,1.0,True
286,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,1.0,0.0,1.0,-0.25,0.0,0.0,1.0,0.0,1.0,True
287,0.75,0.75,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,1.0,0.0,0.0,True
288,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,1.0,1.0,True
289,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.25,1.0,0.0,0.0,0.0,1.0,True
290,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,True
291,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,-0.25,0.0,0.0,1.0,1.0,1.0,True
292,0.75,0.25,-0.5,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.5,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.5,0.0,-0.5,0.0,1.0,1.0,-0.25,0.0,0.0,0.0,1.0,1.0,True
293,1.0,0.25,-0.75,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,True
294,1.0,0.25,-0.75,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.25,1.0,0.75,1.0,0.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,1.0,1.0,0.0,1.0,1.0,True
295,0.75,0.25,-0.5,0.0,1.0,1.0,1.0,0.25,-0.75,0.0,1.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.0,1.0,1.0,True
296,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.25,-0.75,0.0,1.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,True
297,0.25,0.5,0.25,1.0,0.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.75,1.0,1.0,0.0,1.0,1.0,True
298,0.25,0.5,0.25,1.0,0.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,1.0,1.0,0.0,0.0,1.0,True
299,0.25,0.5,0.25,1.0,0.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,1.0,1.0,0.0,0.0,1.0,True
300,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,-0.25,0.0,0.0,0.0,0.0,1.0,True
301,0.5,0.25,-0.25,0.0,1.0,1.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,-0.5,0.0,1.0,0.0,0.0,1.0,True
302,0.5,0.25,-0.25,0.0,1.0,1.0,0.5,0.0,-0.5,0.0,1.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,-0.25,0.0,1.0,0.0,0.0,1.0,True
303,0.5,0.25,-0.25,0.0,1.0,1.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.5,0.0,-0.5,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,-0.5,0.0,1.0,0.0,0.0,1.0,True
304,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,0.0,-0.5,0.0,1.0,1.0,-0.25,0.0,1.0,0.0,0.0,1.0,True
305,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.0,-0.75,0.0,1.0,1.0,0.25,1.0,1.0,0.0,0.0,1.0,True
306,0.25,0.5,0.25,1.0,0.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,True
307,0.25,0.75,0.5,1.0,0.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.75,1.0,0.0,1.0,1.0,1.0,True
308,0.25,0.75,0.5,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,True
309,0.5,0.75,0.25,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.0,0.75,0.75,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True
310,0.25,0.5,0.25,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,-0.5,0.0,0.0,1.0,0.0,1.0,True
311,0.5,0.25,-0.25,0.0,1.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,True
312,0.75,0.0,-0.75,0.0,1.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.75,0.0,-0.75,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,0.0,1.0,1.0,-1.25,0.0,0.0,1.0,0.0,1.0,True
313,0.75,0.25,-0.5,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,-0.75,0.0,0.0,1.0,1.0,1.0,True
314,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,-0.25,0.0,0.0,1.0,1.0,1.0,True
315,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.75,0.5,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.5,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,True
316,0.25,0.6666666666666666,0.41666666666666663,1.0,0.0,1.0,0.75,0.3333333333333333,-0.4166666666666667,0.0,1.0,1.0,0.5,0.6666666666666666,0.16666666666666663,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.25,0.6666666666666666,0.41666666666666663,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,True
317,0.0,0.5,0.5,1.0,0.0,1.0,0.75,0.0,-0.75,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.25,1.0,0.75,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,True
318,0.25,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.75,,,0.0,0.0,0.0,0.5,,,0.0,0.0,0.0,0.25,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
319,0.5,,,0.0,0.0,0.0,0.75,,,0.0,0.0,0.0,0.75,,,0.0,0.0,0.0,0.5,,,0.0,0.0,0.0,0.5,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
320,,0.25,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,,0.5,,0.0,0.0,0.0,,0.5,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
321,,0.25,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,,0.5,,0.0,0.0,0.0,,0.5,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
322,0.0,0.25,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.75,0.75,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,1.0,True
323,0.0,0.25,0.25,1.0,0.0,1.0,0.6666666666666666,1.0,0.33333333333333337,1.0,0.0,1.0,0.3333333333333333,0.5,0.16666666666666669,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.3333333333333333,1.0,0.6666666666666667,1.0,0.0,1.0,0.6666666666666666,1.0,0.33333333333333337,1.0,0.0,1.0,0.6666666666666666,1.0,0.33333333333333337,1.0,0.0,1.0,0.08333333333333331,1.0,0.0,1.0,1.0,1.0,True
324,0.25,0.25,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,1.0,0.75,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,-0.5,0.0,0.0,1.0,0.0,1.0,True
325,0.25,0.25,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,-0.75,0.0,0.0,1.0,0.0,1.0,True
326,0.25,0.5,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,1.0,0.0,1.0,True
327,0.25,0.5,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True
328,0.25,0.5,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,1.0,True
329,0.25,0.75,0.5,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,True
330,0.25,0.75,0.5,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,True
331,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,True
332,0.5,0.75,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,1.0,True
333,0.5,0.75,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,True
334,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True
335,0.75,0.75,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.25,-0.5,0.0,1.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.25,1.0,0.0,1.0,1.0,1.0,True
336,0.5,0.5,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.25,1.0,0.0,1.0,1.0,1.0,True
337,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True
338,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.25,1.0,0.0,0.0,1.0,1.0,True
